,Epsilon,mean_reward,std_reward
0,0.0,159.8189305640702,131.66067619237677
1,0.1,28.883866828253314,106.35945468751271
2,0.3,-120.54584905219961,89.56439825971509
3,0.5,-186.80733895668894,113.72244364637949
4,0.7,-232.03819199536295,133.94908506683836
5,0.9,-278.11376124677076,159.2008310500447
