,Epsilon,mean_reward,std_reward
0,0.0,251.08211088292566,33.57988036799053
1,0.1,51.22441850317708,25.96460646073241
2,0.3,-22.257624532339108,50.97815542024348
3,0.5,-82.18213402639073,76.5569926705392
4,0.7,-129.01308146809475,100.83418212497016
5,0.9,-146.2534637168371,99.05272422094711
