,0,1
0,-282.0139654259233,-249.33944515453715
1,-88.73101898752695,-95.95795193588229
2,-234.6547739443595,-30.681100642949716
3,-247.85041087948903,-373.15539583271476
4,-450.68574890054396,-605.3083342554255
5,-423.7137862390794,-254.60670654581148
6,-330.6757745217607,-413.35760891655127
7,-307.58505178440436,-238.7272158239739
8,-278.70921171029204,-348.2117893885627
9,-248.1962335380142,-334.28894079981796
10,-107.01547136417479,-91.34863656517307
11,-361.8749031294726,-363.51846503293615
12,-85.7663255855736,-49.141110817089455
13,-114.25114024899783,-130.2647750591737
14,-176.3060618020364,-185.01502950906644
15,-185.42991044547608,-429.7571309327326
16,-146.9077905814725,-98.21258755871729
17,-76.61679615082384,-428.5201074339356
18,-116.54797789684064,-28.12471590942839
19,-99.35380557393802,-64.92901566671259
20,-204.54037450912313,-75.06845766378527
21,-140.71453879680382,-153.60861832545072
22,-310.94970134247467,-86.60063732372336
23,-101.92748961828826,-117.55590447872667
24,-61.28635488746837,-68.83435052635144
25,-170.35524626436103,-45.2681247900679
26,-196.1759290924204,-41.565751064777125
27,-127.1572651107976,-72.32383108932491
28,-128.17506410955212,-202.91554982125047
29,-165.4167623252411,-102.22681662164584
30,-159.52916692256207,-46.54655335748569
31,-160.02083596013136,-103.29956208584622
32,-251.38297817017005,-47.47199188967691
33,-194.14983624328443,-138.74224550715442
34,-58.90907817738815,-243.8060605671084
35,-71.6042508097585,-53.12409126297319
36,-82.3841264926531,-10.619582038316222
37,-116.60208043596474,9.513620930601954
38,-81.6585365873382,-49.54932565823011
39,-167.4357580437415,-42.41478091145568
40,-51.92115100278239,-65.89327457785087
41,-44.51895997069693,-34.876344252251066
42,-57.78565313692981,-82.68015336085155
43,178.88728193013287,-59.659173189849895
44,-32.61297581222108,-77.14344739699744
45,150.52225184851258,-26.134653292457756
46,-113.60230036262968,-59.673336173285605
47,-51.08971168195649,-45.007370639992246
48,-29.33884129879287,-100.91565442464028
49,-24.016235884905594,-77.43835917190972
50,-68.30573905972044,-36.10700872794317
51,-112.40473642234785,-76.02271467650924
52,-198.7192386405839,-51.08509059548934
53,-116.82143088803275,-89.96207787055558
54,-47.110327582976275,-117.871913218638
55,-66.04882417869102,-28.407979411936445
56,-126.36723818496421,19.823864460021284
57,-75.16472843551466,-58.24733605853271
58,-80.26410918376209,-63.30056353059194
59,-50.02312284927233,-81.89988146437675
60,-36.082839688344,-66.28951233537728
61,-68.49581465685229,-98.25705729514567
62,-24.205640189203418,-76.58269155345016
63,-57.65950653955394,-39.70596160738936
64,-13.751570638006685,-50.69908199477673
65,-45.34459584152429,-20.54375650696606
66,-66.18689030901396,-28.360283395660627
67,-153.8081042037428,-72.16509683194904
68,-2.5315239991694494,-66.62516538276223
69,-52.411240441646974,-59.956627973809304
70,-22.836715807985456,-66.26239610202515
71,-39.7718378379814,-39.53428008430247
72,-65.34207998861582,-62.13014615044422
73,-72.40621549769362,-60.661528520631585
74,-24.152715060433778,-66.47269012680111
75,-58.50504038768765,-28.217727428064528
76,-36.048780633392134,-49.350738227532915
77,-44.17183238856459,-49.868688071801266
78,-22.282219200685745,-35.6272479913267
79,-50.25001002271704,-54.978310032047666
80,-58.17256706157807,-73.1151758736604
81,-28.48928170017979,-26.098196882318696
82,0.6129940608762003,-10.031833408515352
83,-57.21302834218567,-56.147122715681334
84,-42.59364716146888,-36.79717472027502
85,2.8507759378047934,-67.42568721325888
86,-57.876241542883825,-644.8633388340273
87,-42.05963504622609,-14.30704262658671
88,-29.197953820280876,-82.35816169876051
89,-7.157052117231965,-47.654702002420755
90,0.776856307069461,-48.430029442990794
91,-67.1888714137541,-34.89055696106362
92,-64.38377452218484,-124.81032713533443
93,-22.706447156986606,-50.81031359326576
94,-29.063047033952564,-34.51784428501507
95,-43.25590810292556,-37.81526782815017
96,41.37140011889686,-37.75728415329692
97,-149.86850300508019,-59.437100238913395
98,-34.15933356580939,-36.55994994662813
99,-70.84543206504988,-82.99594375660858
100,-4.04943203520048,-48.95393475183023
101,-39.577469020295226,-62.64792638591894
102,50.823003007775924,-80.64416241011328
103,-57.5673046930098,-70.5411890083074
104,135.93565023314295,-25.73702219813384
105,-50.329942753435155,-26.127513896975522
106,-45.81323339617471,-40.05137272312064
107,-50.88915288023672,-27.57525844479046
108,169.3605314663276,-72.86262511897034
109,120.64991322027699,-55.01015944035872
110,182.535299581061,-22.836135205563565
111,-37.33801664276117,-46.88799453545993
112,-22.78223648116202,-7.64119464698749
113,-52.47113550890065,-54.44845585340468
114,220.1846959960376,-27.814331395404167
115,7.647102907968992,-62.716108717560225
116,180.78587223521143,-46.76595940750838
117,-79.02195725177495,-100.3043695706954
118,38.01921094197569,-54.322167125082174
119,-49.15754590916253,-15.111439792546339
120,128.30860306000594,-51.76387455224678
121,217.4155030643424,-21.629067049914248
122,-54.740585474182026,-17.595808387362787
123,-73.88444561083487,-77.87758533409401
124,-69.63135141760083,-69.1247273841266
125,186.12390007547555,80.14804357334833
126,184.0370686588978,-67.74808378228173
127,170.4112327994834,-61.979959908495246
128,83.44986793554301,-83.8685511803077
129,-434.906505843595,-61.719992278494686
130,-18.474127262169567,-43.07811679700742
131,17.68871531042515,-39.48463444822213
132,178.0623726302569,-50.668733735198984
133,-25.413161386380715,-66.26103879337558
134,-20.135591703394002,-69.7579383073699
135,-47.50563229868825,-51.85238861651639
136,-50.416560036275975,-84.67058562685797
137,135.82620162070077,-166.47878882465724
138,-138.90598296565653,-71.70285237342122
139,-63.19121699242755,-7.411917552146384
140,170.9596047620431,161.96693976833564
141,-29.439547709435207,-55.53197205966187
142,18.97193772806035,-67.09480230988686
143,146.19385589013564,-73.97657551867005
144,-8.096811623164774,-65.18085454014407
145,159.04515993948712,-24.501282313234743
146,208.85100162367365,-47.04347244773687
147,125.11604917575286,-44.40203464441364
148,-19.287221519258207,-56.753570794990445
149,180.7176259441351,-51.462415500511334
150,209.1629605346671,-53.876133128447364
151,-18.871891381769178,-30.378783762720396
152,120.7802114269995,-24.770211869263047
153,-198.36324257153865,-25.998399829952724
154,-26.48742199569007,-65.98715888677569
155,202.4898654569242,-54.39043047622406
156,-56.242014516768734,-292.9212332741568
157,54.00807689654643,-28.29865753955355
158,-15.246095092013341,-31.787940431611055
159,-16.964505029614365,-124.6775931424883
160,-44.53399916657141,-54.55628612079249
161,131.3013961588198,-17.227133631760324
162,-37.89957253460516,189.862334863819
163,197.26987991364328,-52.51886441458664
164,11.924256517955365,-20.319360980269526
165,16.57507324223054,-36.350590400849626
166,29.601287844688677,33.71448144310326
167,146.1722260987438,-143.82702944176543
168,39.73813986233399,-59.023394107043636
