,0,1
0,10.0,10.0
1,10.0,11.798967184181567
2,22.202621521329032,24.246469252695473
3,28.368588463880528,33.20244194140518
4,36.48588340702327,36.22594265360385
5,41.3408818004495,36.40918500827053
6,45.10264912647719,35.55692553916489
7,47.35069230096094,34.16606612925938
8,46.269515090774405,32.253008835183955
9,45.57827573708537,30.66266366867631
10,45.27249467417334,28.85241840225606
11,43.654119709455955,28.06584910867287
12,41.92391837941624,27.33733945189469
13,40.68286735857064,26.46874726127938
14,39.44331471159796,25.860017980396453
15,37.209457723374875,25.320143857022646
16,35.16160265980088,24.81645050648993
17,33.36740358782983,24.53908161282691
18,32.1786706708035,24.476253147942323
19,31.14286596869756,24.11212908025967
20,30.041829944958867,23.517214100239293
21,28.356818911046584,21.84721059582719
22,27.119299908877103,20.865042500903538
23,26.401441788200064,19.61243009311236
24,25.841738489416574,18.781410972501032
25,24.343201384356384,18.05124942629584
26,23.468865599815338,17.8502859251889
27,22.560027674025914,16.820850897283833
28,21.146354947990705,16.478161859005585
29,20.64101575628195,15.74061036422712
30,20.289172767510365,14.871126714265964
31,19.994978114466658,14.149046534063089
32,19.57287769569728,13.779628285075296
33,19.267309781475554,13.11196247655971
34,19.011189685618,12.585712053541972
35,18.435284205533772,12.02530342573025
36,18.112225924487785,11.507845244654545
37,17.525328939028668,11.048855420489547
38,17.029275933009487,10.653151966089643
39,16.413556379538317,10.276008389587952
40,15.836335249502316,9.924007861724752
41,15.246324294499733,9.59458832105583
42,14.80590280827783,9.30872731682854
43,14.332239963142403,9.039860202769992
44,14.197183223095294,8.797040995427977
45,13.868382755891338,8.570299983141874
46,13.765986329708626,8.363416705282528
47,13.493257698031954,8.167364297589915
48,13.202835381778067,7.982425157591537
49,12.836970372887643,7.812113759968661
50,12.589026279900066,7.657072382054927
51,12.485239481504966,7.510704786154487
52,12.368209144614301,7.3743787148827655
53,12.296261558059326,7.2393966541850565
54,11.999346208408117,7.1095791792312895
55,11.701963320381925,6.990075053966632
56,11.541487351273492,6.972785635745387
57,11.301435463828799,6.852380026381084
58,11.059778113456966,6.742699304301069
59,10.822380247956474,6.641783270256963
60,10.60723902090979,6.537231624450424
61,10.397663319044105,6.440120484339798
62,10.20204167965504,6.3555622713613475
63,9.996587479036197,6.261400745743267
64,9.803799879766618,6.172336103793888
65,9.619482123134826,6.090785566047307
66,9.431104963363904,6.009770432741045
67,9.299658886871093,5.930065336083927
68,9.145198858491005,5.8560148407188635
69,8.987773211050827,5.7873132613047
70,8.835501526772926,5.7181512365711376
71,8.69590146586526,5.660562174243581
72,8.558879788100052,5.600858499283938
73,8.430626327420999,5.5455846127285575
74,8.305234027641948,5.49171895070745
75,8.180693380106074,5.4353688700594445
76,8.063852442265175,5.382139096549799
77,7.9525395208502445,5.332764328643202
78,7.841547028507313,5.284238589006395
79,7.733096538788946,5.242071952240753
80,7.630871814480375,5.196232795557851
81,7.532470536455779,5.156217266135229
82,7.439247853238581,5.113919015546896
83,7.347296702209163,5.073046176544442
84,7.257367516843319,5.032697018173561
85,7.1718753197317895,4.99457897744464
86,7.089078831740905,4.989420165229797
87,7.006563377507593,4.968084481352397
88,6.925054870081658,4.932529277096089
89,6.850383836977578,4.908091236774207
90,6.775772370136792,4.887411319373166
91,6.705077734202837,4.8623714279618735
92,6.634095417634813,4.859920097476216
93,6.564991551229316,4.838033646931349
94,6.499773690486818,4.815973545433975
95,6.435675353440764,4.790848903110177
96,6.374362334080412,4.769603197693367
97,6.32398090134171,4.748524421669191
98,6.2678995867053375,4.731156041832662
99,6.2135536360376635,4.711235510282829
100,6.157727587229893,4.708725327691102
101,6.105482575236761,4.691778355349155
102,6.054913566691609,4.669311239314152
103,6.004006851235665,4.650218495458018
104,5.958297000796986,4.6324993978994025
105,5.913968807222831,4.608506882484423
106,5.8673615577219,4.590191367972619
107,5.819868373420788,4.57593478623176
108,5.7849159722644385,4.554291030359156
109,5.74898602432149,4.539454090735817
110,5.7223665837453215,4.53567991996059
111,5.686730834183466,4.5225944811919705
112,5.65284299828778,4.501968443558531
113,5.617649697815891,4.49548584206438
114,5.589730339980732,4.476304803299006
115,5.558625125283894,4.462454518058983
116,5.53560269970019,4.446261737467232
117,5.5093470824630515,4.429144809883068
118,5.481391627389868,4.412359522739881
119,5.4523051856000775,4.396198469593345
120,5.430511972788296,4.380793688219263
121,5.41655115274532,4.367684813405771
122,5.394469752052188,4.35553958812662
123,5.373188647982481,4.343098621301239
124,5.348963579786696,4.33492961701909
125,5.333276339544118,4.325138931914893
