,Epsilon,mean_reward,std_reward
0,0.0,198.95430213524742,99.3654303572802
1,0.1,70.3607383728567,126.45634235868782
2,0.3,-57.316923062861214,105.4251703656633
3,0.5,-146.381229436185,111.95880575514055
4,0.7,-167.28689805183146,188.80047607489917
5,0.9,-190.67234002335914,163.36238569299235
