,Epsilon,mean_reward,std_reward
0,0.0,199.68975925631628,97.64422840296722
1,0.1,19.174927313734514,49.91728801897679
2,0.3,-28.21872718857266,32.69677386131324
3,0.5,-41.290148687880084,37.453683255728535
4,0.7,-51.36802954129391,38.690645606185186
5,0.9,-66.68101102939342,44.51746692949625
