,0,1,2,3,4,5,6,7,8,9
0,-97.5986450300017,-14.582694603059679,-96.51367227541141,63.046813215772005,28.831501030728504,-85.8424594222273,-151.67928778143792,-62.932685338162074,-110.1417066718179,-68.48981495618239
1,-65.36100456777433,-43.709663902926806,-109.35948407439935,60.62416489623996,-2.604560643734203,-84.27331915032745,-97.73970388558453,-123.5478459755719,-77.50336554610037,-80.90771357444022
2,-87.2053042724486,-93.38715692596237,-81.7057624344517,-130.30756807517835,-103.11011104554399,-38.997786185275686,-53.48159344131622,-126.32286831666885,-118.92279120867775,-113.95670509034505
3,-52.71847077550743,-71.7834363088467,-165.04140586550005,-120.49067796422429,-51.993068455819355,-94.10186319594578,-110.19300569083897,-73.4895388014387,-60.17946961588758,-57.877408549081686
4,-97.38694360176225,-14.388097087204272,-113.35488505482988,-70.72058108163336,4.369883227481722,-114.2772059806772,-128.64215190054676,-79.24621976721234,-93.00913306367907,-59.10228403730027
5,-103.48524138724665,-87.19412065865993,-58.41176373286757,-125.58036816442474,-78.5496835829091,-373.25233622156304,-68.10366738819351,-76.7296771089816,-130.97943095623805,-83.11439053777056
6,-110.17505812982684,-353.50505931166185,-73.40395971590465,-91.98993600638799,-38.34798278193719,-122.87501126053178,-74.03697757342579,-317.66102240461043,-86.92548877303123,-72.46143053470064
7,-88.60648027313728,-48.29204794774269,-172.56339114925765,-99.05983453015446,-73.21130508958835,-54.27766789805759,-127.27278767288172,-203.00148912798028,-70.9549255744775,-151.3777098768442
8,-88.8526458152065,-118.99970928128596,-172.49905082521815,-69.45378333830848,-250.01428359512272,-110.4148969522427,-61.94548381615391,-41.01384298461306,-64.99954150128488,-82.68941510330984
9,-69.21168501657445,5.027626946169903,-106.5186228958342,-109.20079524936217,-60.677766085610116,-132.0515951426728,-50.026387369623514,-117.92287374050888,-115.87842499265761,-110.04699860459138
10,-33.445638045157494,-105.75617631177782,-81.26560438193478,-64.55905877917047,-99.20508162194504,-86.27933554917874,-223.7751028290392,-69.91820996938891,-93.25438235611931,-104.83710031304257
11,-196.9807300170063,-1.7537188690589431,-113.74465121169101,-183.74768360160712,-130.6495646868588,-89.07374046651903,-180.96946782890492,-57.96977783874516,-64.84326788426216,-156.80725660581754
