,0,1,2,3,4
0,75.24272263894869,10.0,17.466224807876724,10.0,10.0
1,147.2970971459741,29.493562230524027,34.10796670560484,10.591748823455516,18.505229631201786
2,98.75598869816272,132.9020722218049,26.619816225995585,6.802386977495509,12.118429121987461
3,72.79911932303355,105.44670333315733,21.025597559090205,5.354612200171687,10.820961926595956
4,54.650333662637685,80.84850055553827,16.752609187030586,4.920831913649436,9.24355618104064
5,46.93220206448684,65.15806503899127,12.750521050427448,4.3784461289221515,7.832008473123869
6,37.801881869698924,58.45708587072019,10.419897615380888,4.035861178126164,6.75972348869311
7,33.587852145206035,48.78368700592163,9.140530952207692,3.7873018135785297,6.281110570930162
8,30.933510250474455,43.77462120010303,6.849713605031309,3.611103982491979,5.571900692724046
9,27.19742736462,36.50660083218466,6.3163978621546475,3.4245311717925953,5.163822613958187
10,24.342416741266284,26.58200174815107,5.970597736472949,2.9081617983578907,4.681458414797723
11,21.90403040996269,25.256864924386548,5.479821942516713,2.812200706586679,4.461503527542333
12,18.79996363008122,23.36976926037984,4.728517194871387,2.7688131107031544,4.207615173280406
13,17.361913735095293,20.57081850662425,4.425005518331015,2.7322266347023874,3.6231388889140352
14,15.6197737971202,18.50444151557955,4.2101593373755755,2.6908643567347195,3.3631753062319225
15,14.58751664608362,15.995536465724513,4.041461110846651,2.6110726000868887,3.247016882793964
16,13.847190357937453,13.784744834503755,3.89328149964144,2.6055622829443164,3.083298462322873
17,12.428081997833052,12.901235152970683,3.7821433999330925,2.5971371321183163,3.015589463863517
18,11.087202781482526,12.211028450593034,3.5930742548254435,2.6513324218779046,2.9143429954612303
19,9.82029609736616,11.592908286277517,3.4788738671611874,2.6700881225930897,2.8702447811821816
20,8.480200902989198,10.76363849369052,3.348244620692855,2.692148829887745,2.7886992907972568
21,7.992583711238455,10.324655555357348,3.2163587268874796,2.7564865710984137,2.701620720979908
22,7.450968616658391,10.011514622025386,3.1234837430579496,2.870775606604469,2.659045705661178
23,7.13244883825432,9.512788093945181,3.030501473298656,3.015688294487067,2.62014849654728
24,7.015331268888091,9.202615089246205,3.0458617796544947,3.0806704402750356,2.5791511433532435
25,6.827029824913248,8.950394243392942,3.030892250097032,3.138899454817376,2.5762650993152914
26,6.685857953487838,8.727634033673372,3.0058558832753617,3.1709470562229627,2.5183264937959438
27,6.5477121393934,8.524997419108635,3.0610583128912245,3.2436442719021312,2.5239681173448583
28,6.425081829878396,8.29187153053537,3.0517282980946647,3.2647665603668483,2.5162768417619654
29,6.0730634437583735,8.101438439590154,3.04915653551666,3.282979910526701,2.521997205557225
30,5.5408307042013,7.8951546219770465,3.1294157555029045,3.278563565816054,2.519040321236097
31,5.467451210163351,7.668590861104356,3.1285693473402985,3.289782505884677,2.5437111243849277
32,5.070562361899871,7.586168811025441,3.1226525203780215,3.302439714938827,2.5637865433445803
33,4.761397709844052,7.429322409682987,3.1242436030335043,3.305843024666044,2.5740847748769027
34,4.51308858171596,7.142901095906248,3.10925139798133,3.2908865751609944,2.618605895887039
