,Epsilon,mean_reward,std_reward
0,0.0,252.64165273752195,32.348865727212186
1,0.1,88.72931855241222,61.02782703292909
2,0.3,-85.15157878514297,76.72921090278282
3,0.5,-199.30876929114118,112.88374101085148
4,0.7,-326.64826595876826,158.7223403906256
5,0.9,-363.5080578226131,169.29531558763213
